 format: day,hour,forecast,value  location:53_114 Start : 20170101 
 1,0200,+4,3.700000 
 1,0200,+7,-1.600000 
 1,0500,+4,3.700000 
 1,0500,+7,-1.600000 
 1,0800,+4,4.400000 
 1,0800,+7,-1.700000 
 1,1100,+4,4.400000 
 1,1100,+7,-1.700000 
 1,1400,+4,3.700000 
 1,1400,+7,-1.700000 
 1,1700,+4,3.700000 
 1,1700,+7,-1.700000 
 1,2000,+4,-1.500000 
 1,2000,+7,1.700000 
 1,2300,+4,-1.500000 
 1,2300,+7,1.700000 
 2,0200,+4,-1.300000 
 2,0200,+7,1.900000 
 2,0500,+4,-1.300000 
 2,0500,+7,1.900000 
 2,0800,+4,-1.100000 
 2,0800,+7,1.700000 
 2,1100,+4,-1.100000 
 2,1100,+7,1.700000 
 2,1400,+4,-1.200000 
 2,1400,+7,2.000000 
 2,1700,+4,-1.200000 
 2,1700,+7,2.100000 
 2,2000,+4,2.100000 
 2,2000,+7,-0.100000 
 2,2300,+4,2.100000 
 2,2300,+7,-0.100000 
 3,0200,+4,1.900000 
 3,0200,+7,-0.100000 
 3,0500,+4,1.900000 
 3,0500,+7,-0.100000 
 3,0800,+4,2.000000 
 3,0800,+7,0.100000 
 3,1100,+4,1.900000 
 3,1100,+7,0.100000 
 3,1400,+4,2.000000 
 3,1400,+7,0.100000 
 3,1700,+4,1.800000 
 3,1700,+7,0.100000 
 3,2000,+4,0.000000 
 3,2000,+7,0.500000 
 3,2300,+4,0.000000 
 3,2300,+7,0.500000 
 4,0200,+4,0.000000 
 4,0200,+7,0.500000 
 4,0500,+4,0.000000 
 4,0500,+7,0.500000 
 4,0800,+4,-0.100000 
 4,0800,+7,0.900000 
 4,1100,+4,-0.100000 
 4,1100,+7,0.900000 
 4,1400,+4,0.100000 
 4,1400,+7,1.300000 
 4,1700,+4,0.100000 
 4,1700,+7,1.300000 
 4,2000,+4,0.700000 
 4,2000,+7,-0.700000 
 4,2300,+4,0.700000 
 4,2300,+7,-0.700000 
 5,0200,+4,0.300000 
 5,0200,+7,-0.500000 
 5,0500,+4,0.300000 
 5,0500,+7,-0.500000 
 5,0800,+4,3.000000 
 5,0800,+7,1.000000 
 5,1100,+4,3.000000 
 5,1100,+7,1.000000 
 5,1400,+4,3.000000 
 5,1400,+7,1.000000 
 5,1700,+4,3.000000 
 5,1700,+7,1.000000 
 5,2000,+4,1.000000 
 5,2000,+7,2.000000 
 5,2300,+4,1.000000 
 5,2300,+7,2.000000 
 6,0200,+4,1.000000 
 6,0200,+7,2.000000 
 6,0500,+4,1.000000 
 6,0500,+7,3.000000 
 6,0800,+4,1.000000 
 6,0800,+7,3.000000 
 6,1100,+4,1.000000 
 6,1100,+7,4.000000 
 6,1400,+4,1.000000 
 6,1400,+7,4.000000 
 6,1700,+4,1.000000 
 6,1700,+7,4.000000 
 6,2000,+4,3.700000 
 6,2000,+7,2.900000 
 6,2300,+4,3.000000 
 6,2300,+7,3.000000 
 7,0200,+4,3.000000 
 7,0200,+7,3.000000 
 7,0500,+4,3.000000 
 7,0500,+7,3.000000 
 7,0800,+4,3.000000 
 7,0800,+7,3.000000 
 7,1100,+4,4.000000 
 7,1100,+7,3.000000 
 7,1400,+4,4.000000 
 7,1400,+7,3.000000 
 7,1700,+4,4.000000 
 7,1700,+7,3.000000 
 7,2000,+4,3.000000 
 7,2000,+7,-2.000000 
 7,2300,+4,3.000000 
 7,2300,+7,-2.000000 
 8,0200,+4,3.000000 
 8,0200,+7,-2.000000 
 8,0500,+4,3.000000 
 8,0500,+7,-2.000000 
 8,0800,+4,3.000000 
 8,0800,+7,-2.000000 
 8,1100,+4,3.000000 
 8,1100,+7,-2.000000 
 8,1400,+4,3.000000 
 8,1400,+7,-2.000000 
 8,1700,+4,3.000000 
 8,1700,+7,-2.000000 
 8,2000,+4,-2.000000 
 8,2000,+7,-5.000000 
 8,2300,+4,-2.000000 
 8,2300,+7,-5.000000 
 9,0200,+4,-2.000000 
 9,0200,+7,-5.000000 
 9,0500,+4,-2.000000 
 9,0500,+7,-5.000000 
 9,0800,+4,-2.400000 
 9,0800,+7,-5.200000 
 9,1100,+4,-2.000000 
 9,1100,+7,-5.000000 
 9,1400,+4,-2.000000 
 9,1400,+7,-5.000000 
 9,1700,+4,-2.000000 
 9,1700,+7,-5.000000 
 9,2000,+4,-5.200000 
 9,2000,+7,2.500000 
 9,2300,+4,-5.200000 
 9,2300,+7,2.500000 
 10,0200,+4,-5.000000 
 10,0200,+7,2.000000 
 10,0500,+4,-5.000000 
 10,0500,+7,1.000000 
 10,0800,+4,-4.000000 
 10,0800,+7,1.000000 
 10,1100,+4,-4.000000 
 10,1100,+7,1.000000 
 10,1400,+4,-4.000000 
 10,1400,+7,1.000000 
 10,1700,+4,-4.000000 
 10,1700,+7,1.000000 
 10,2000,+4,1.000000 
 10,2000,+7,-5.000000 
 10,2300,+4,1.000000 
 10,2300,+7,-5.000000 
 11,0200,+4,1.000000 
 11,0200,+7,-5.000000 
 11,0500,+4,1.000000 
 11,0500,+7,-5.000000 
 11,0800,+4,0.000000 
 11,0800,+7,-5.000000 
 11,1100,+4,0.000000 
 11,1100,+7,-5.000000 
 11,1400,+4,0.000000 
 11,1400,+7,-5.000000 
 11,1700,+4,0.000000 
 11,1700,+7,-5.000000 
 11,2000,+4,-5.000000 
 11,2000,+7,-6.000000 
 11,2300,+4,-5.000000 
 11,2300,+7,-6.000000 
 12,0200,+4,-5.000000 
 12,0200,+7,-6.000000 
 12,0500,+4,-5.000000 
 12,0500,+7,-6.000000 
 12,0800,+4,-5.000000 
 12,0800,+7,-6.000000 
 12,1100,+4,-5.000000 
 12,1100,+7,-6.000000 
 12,1400,+4,-5.000000 
 12,1400,+7,-6.000000 
 12,1700,+4,-5.000000 
 12,1700,+7,-6.000000 
 12,2000,+4,-6.000000 
 12,2000,+7,-7.000000 
 12,2300,+4,-6.000000 
 12,2300,+7,-7.000000 
 13,0200,+4,-6.000000 
 13,0200,+7,-7.000000 
 13,0500,+4,-6.000000 
 13,0500,+7,-7.000000 
 13,0800,+4,-6.000000 
 13,0800,+7,-7.000000 
 13,1100,+4,-6.000000 
 13,1100,+7,-7.000000 
 13,1400,+4,-6.000000 
 13,1400,+7,-7.000000 
 13,1700,+4,-6.000000 
 13,1700,+7,-7.000000 
 13,2000,+4,-7.000000 
 13,2000,+7,-5.000000 
 13,2300,+4,-7.000000 
 13,2300,+7,-5.000000 
 14,0200,+4,-7.000000 
 14,0200,+7,-5.000000 
 14,0500,+4,-7.000000 
 14,0500,+7,-5.000000 
 14,0800,+4,-7.000000 
 14,0800,+7,-4.000000 
 14,1100,+4,-7.000000 
 14,1100,+7,-4.000000 
 14,1400,+4,-7.000000 
 14,1400,+7,-4.000000 
 14,1700,+4,-7.000000 
 14,1700,+7,-4.000000 
 14,2000,+4,-5.000000 
 14,2000,+7,-6.000000 
 14,2300,+4,-5.000000 
 14,2300,+7,-6.000000 
 15,0200,+4,-5.000000 
 15,0200,+7,-6.000000 
 15,0500,+4,-5.000000 
 15,0500,+7,-6.000000 
 15,0800,+4,-5.000000 
 15,0800,+7,-6.000000 
 15,1100,+4,-5.000000 
 15,1100,+7,-6.000000 
 15,1400,+4,-5.000000 
 15,1400,+7,-6.000000 
 15,1700,+4,-5.000000 
 15,1700,+7,-6.000000 
 15,2000,+4,-6.000000 
 15,2000,+7,-1.000000 
 15,2300,+4,-6.000000 
 15,2300,+7,-1.000000 
 16,0200,+4,-6.000000 
 16,0200,+7,-1.000000 
 16,0500,+4,-6.000000 
 16,0500,+7,-1.000000 
 16,0800,+4,-6.000000 
 16,0800,+7,-2.000000 
 16,1100,+4,-6.000000 
 16,1100,+7,-2.000000 
 16,1400,+4,-6.000000 
 16,1400,+7,-2.000000 
 16,1700,+4,-6.000000 
 16,1700,+7,-2.000000 
 16,2000,+4,-2.000000 
 16,2000,+7,-3.000000 
 16,2300,+4,-2.000000 
 16,2300,+7,-3.000000 
 17,0200,+4,-2.000000 
 17,0200,+7,-3.000000 
 17,0500,+4,-2.000000 
 17,0500,+7,-3.000000 
 17,0800,+4,-2.000000 
 17,0800,+7,-4.000000 
 17,1100,+4,-2.000000 
 17,1100,+7,-4.000000 
 17,1400,+4,-2.000000 
 17,1400,+7,-4.000000 
 17,1700,+4,-2.000000 
 17,1700,+7,-4.000000 
 17,2000,+4,-5.000000 
 17,2000,+7,-1.000000 
 17,2300,+4,-5.000000 
 17,2300,+7,-1.000000 
 18,0200,+4,-5.000000 
 18,0200,+7,-1.000000 
 18,0500,+4,-5.000000 
 18,0500,+7,-1.000000 
 18,0800,+4,-4.000000 
 18,0800,+7,-2.000000 
 18,1100,+4,-4.000000 
 18,1100,+7,-2.000000 
 18,1400,+4,-4.000000 
 18,1400,+7,-2.000000 
 18,1700,+4,-4.000000 
 18,1700,+7,-2.000000 
 18,2000,+4,-2.000000 
 18,2000,+7,-6.000000 
 18,2300,+4,-2.000000 
 18,2300,+7,-6.000000 
 19,0200,+4,-2.000000 
 19,0200,+7,-6.000000 
 19,0500,+4,-2.000000 
 19,0500,+7,-6.000000 
 19,0800,+4,-2.000000 
 19,0800,+7,-6.000000 
 19,1100,+4,-2.000000 
 19,1100,+7,-6.000000 
 19,1400,+4,-2.000000 
 19,1400,+7,-6.000000 
 19,1700,+4,-2.000000 
 19,1700,+7,-6.000000 
 19,2000,+4,-6.000000 
 19,2000,+7,-5.000000 
 19,2300,+4,-6.000000 
 19,2300,+7,-5.000000 
 20,0200,+4,-6.000000 
 20,0200,+7,-5.000000 
 20,0500,+4,-6.000000 
 20,0500,+7,-5.000000 
 20,0800,+4,-6.000000 
 20,0800,+7,-5.000000 
 20,1100,+4,-6.000000 
 20,1100,+7,-5.000000 
 20,1400,+4,-6.000000 
 20,1400,+7,-5.000000 
 20,1700,+4,-6.000000 
 20,1700,+7,-5.000000 
 20,2000,+4,-4.000000 
 20,2000,+7,-7.000000 
 20,2300,+4,-4.000000 
 20,2300,+7,-7.000000 
 21,0200,+4,-4.000000 
 21,0200,+7,-7.000000 
 21,0500,+4,-4.000000 
 21,0500,+7,-7.000000 
 21,0800,+4,-5.000000 
 21,0800,+7,-7.000000 
 21,1100,+4,-5.000000 
 21,1100,+7,-7.000000 
 21,1400,+4,-5.000000 
 21,1400,+7,-7.000000 
 21,1700,+4,-5.000000 
 21,1700,+7,-7.000000 
 21,2000,+4,-7.000000 
 21,2000,+7,-6.000000 
 21,2300,+4,-7.000000 
 21,2300,+7,-6.000000 
 22,0200,+4,-7.000000 
 22,0200,+7,-6.000000 
 22,0500,+4,-7.000000 
 22,0500,+7,-6.000000 
 22,0800,+4,-6.700000 
 22,0800,+7,-6.400000 
 22,1100,+4,-6.700000 
 22,1100,+7,-6.400000 
 22,1400,+4,-6.700000 
 22,1400,+7,-6.400000 
 22,1700,+4,-6.700000 
 22,1700,+7,-6.400000 
 22,2000,+4,-6.000000 
 22,2000,+7,-8.000000 
 22,2300,+4,-6.000000 
 22,2300,+7,-8.000000 
